Invoice ID,City,Product line,Unit price,Quantity,Sales,Date,Time
411-77-0180,Berlin,Electronic accessories,72.2,7,530.67,3/26/2019,8:14:00 PM
286-01-5402,Berlin,Sports and travel,40.23,7,295.6905,3/30/2019,1:22:00 PM
803-17-8013,Berlin,Home and lifestyle,88.79,8,745.836,2/17/2019,5:09:00 PM
512-98-1403,Berlin,Electronic accessories,26.48,3,83.412,3/21/2019,10:40:00 AM
848-42-2560,Berlin,Fashion accessories,81.91,2,172.011,3/5/2019,5:43:00 PM
532-59-7201,Paris,Sports and travel,79.93,6,503.559,1/31/2019,2:04:00 PM
181-94-6432,Madrid,Fashion accessories,69.33,2,145.593,2/5/2019,7:05:00 PM
870-76-1733,Berlin,Food and beverages,14.23,5,74.7075,2/1/2019,10:08:00 AM
423-64-4619,Berlin,Health and beauty,15.55,9,146.9475,3/7/2019,1:12:00 PM
227-07-4446,Madrid,Electronic accessories,78.13,10,820.365,2/10/2019,8:51:00 PM
174-36-3675,Madrid,Food and beverages,99.37,2,208.677,2/14/2019,5:29:00 PM
428-83-5800,Madrid,Food and beverages,21.08,3,66.402,2/9/2019,10:25:00 AM
603-07-0961,Madrid,Electronic accessories,74.79,5,392.6475,1/10/2019,11:34:00 AM
704-20-4138,Madrid,Health and beauty,29.67,7,218.0745,3/11/2019,6:58:00 PM
787-15-1757,Madrid,Health and beauty,44.07,4,185.094,2/18/2019,4:28:00 PM
649-11-3678,Madrid,Food and beverages,22.93,9,216.6885,2/26/2019,8:26:00 PM
622-20-1945,Madrid,Health and beauty,39.42,1,41.391,1/18/2019,3:08:00 PM
372-94-8041,Berlin,Health and beauty,15.26,6,96.138,2/15/2019,6:03:00 PM
563-91-7120,Berlin,Fashion accessories,61.77,5,324.2925,3/8/2019,1:21:00 PM
746-54-5508,Berlin,Home and lifestyle,21.52,6,135.576,1/17/2019,12:48:00 PM
276-54-0879,Paris,Sports and travel,97.74,4,410.508,3/12/2019,7:53:00 PM
815-11-1168,Berlin,Food and beverages,99.78,5,523.845,3/9/2019,7:09:00 PM
719-76-3868,Madrid,Food and beverages,94.26,4,395.892,3/12/2019,4:30:00 PM
730-61-8757,Paris,Health and beauty,51.13,4,214.746,1/25/2019,10:11:00 AM
340-66-0321,Berlin,Electronic accessories,36.36,4,152.712,3/25/2019,1:07:00 PM
868-81-1752,Paris,Home and lifestyle,22.02,9,208.089,2/7/2019,6:48:00 PM
634-97-8956,Berlin,Food and beverages,32.9,3,103.635,2/17/2019,5:27:00 PM
566-71-1091,Berlin,Fashion accessories,77.02,5,404.355,2/3/2019,3:59:00 PM
442-48-3607,Berlin,Food and beverages,23.48,2,49.308,3/14/2019,11:21:00 AM
835-16-0096,Madrid,Sports and travel,14.7,5,77.175,3/24/2019,1:48:00 PM
527-09-6272,Berlin,Electronic accessories,28.45,5,149.3625,3/21/2019,10:17:00 AM
898-04-2717,Berlin,Fashion accessories,76.4,9,721.98,3/19/2019,3:49:00 PM
692-27-8933,Paris,Sports and travel,57.95,6,365.085,2/24/2019,1:02:00 PM
633-09-3463,Madrid,Electronic accessories,47.65,3,150.0975,3/28/2019,12:58:00 PM
374-17-3652,Paris,Food and beverages,42.82,9,404.649,2/5/2019,3:26:00 PM
378-07-7001,Paris,Electronic accessories,48.09,3,151.4835,2/10/2019,6:23:00 PM
433-75-6987,Paris,Health and beauty,55.97,7,411.3795,3/5/2019,7:06:00 PM
873-95-4984,Paris,Health and beauty,76.9,7,565.215,2/15/2019,8:21:00 PM
416-13-5917,Madrid,Food and beverages,97.03,5,509.4075,1/30/2019,4:24:00 PM
150-89-8043,Berlin,Sports and travel,44.65,3,140.6475,2/14/2019,3:04:00 PM
135-84-8019,Berlin,Fashion accessories,77.93,9,736.4385,2/27/2019,4:10:00 PM
441-94-7118,Berlin,Electronic accessories,71.95,1,75.5475,2/4/2019,12:14:00 PM
725-96-3778,Madrid,Home and lifestyle,89.25,8,749.7,1/20/2019,10:13:00 AM
531-80-1784,Berlin,Electronic accessories,26.02,7,191.247,3/28/2019,5:38:00 PM
400-45-1220,Paris,Health and beauty,13.5,10,141.75,2/27/2019,11:06:00 AM
860-79-0874,Madrid,Fashion accessories,99.3,10,1042.65,2/15/2019,2:53:00 PM
834-61-8124,Berlin,Electronic accessories,51.69,7,379.9215,1/26/2019,6:22:00 PM
115-99-4379,Paris,Fashion accessories,54.73,7,402.2655,3/14/2019,7:02:00 PM
565-67-6697,Paris,Home and lifestyle,27,9,255.15,3/2/2019,2:16:00 PM
320-49-6392,Madrid,Electronic accessories,30.24,1,31.752,3/4/2019,3:44:00 PM
889-04-9723,Paris,Food and beverages,89.14,4,374.388,1/7/2019,12:20:00 PM
632-90-0281,Madrid,Fashion accessories,37.55,10,394.275,3/8/2019,8:01:00 PM
554-42-2417,Madrid,Sports and travel,95.44,10,1002.12,1/9/2019,1:45:00 PM
453-63-6187,Paris,Electronic accessories,27.5,3,86.625,3/1/2019,3:40:00 PM
578-80-7669,Paris,Sports and travel,74.97,1,78.7185,3/16/2019,4:58:00 PM
612-36-5536,Berlin,Food and beverages,80.96,8,680.064,2/17/2019,11:12:00 AM
605-72-4132,Madrid,Food and beverages,94.47,8,793.548,2/27/2019,3:12:00 PM
471-41-2823,Madrid,Food and beverages,99.79,2,209.559,3/7/2019,8:37:00 PM
462-67-9126,Berlin,Home and lifestyle,73.22,6,461.286,1/21/2019,5:44:00 PM
272-27-9238,Madrid,Food and beverages,41.24,4,173.208,2/19/2019,4:23:00 PM
834-25-9262,Madrid,Fashion accessories,81.68,4,343.056,1/6/2019,12:12:00 PM
122-61-9553,Madrid,Electronic accessories,51.32,9,484.974,3/14/2019,7:33:00 PM
468-88-0009,Berlin,Home and lifestyle,65.94,4,276.948,3/24/2019,10:29:00 AM
613-59-9758,Madrid,Sports and travel,14.36,10,150.78,1/27/2019,2:28:00 PM
254-31-0042,Berlin,Electronic accessories,21.5,9,203.175,3/6/2019,12:46:00 PM
201-86-2184,Paris,Electronic accessories,26.26,7,193.011,2/2/2019,7:40:00 PM
261-12-8671,Paris,Fashion accessories,60.96,2,128.016,1/25/2019,7:39:00 PM
730-70-9830,Madrid,Home and lifestyle,70.11,6,441.693,3/14/2019,5:54:00 PM
382-25-8917,Madrid,Fashion accessories,42.08,6,265.104,1/29/2019,12:25:00 PM
422-29-8786,Berlin,Home and lifestyle,67.09,5,352.2225,1/3/2019,4:47:00 PM
667-23-5919,Berlin,Fashion accessories,96.7,5,507.675,1/14/2019,12:52:00 PM
843-01-4703,Paris,Home and lifestyle,35.38,9,334.341,1/5/2019,7:50:00 PM
743-88-1662,Madrid,Sports and travel,95.49,7,701.8515,2/22/2019,6:17:00 PM
595-86-2894,Madrid,Fashion accessories,96.98,4,407.316,2/6/2019,5:20:00 PM
182-69-8360,Paris,Electronic accessories,23.65,4,99.33,1/30/2019,1:32:00 PM
289-15-7034,Berlin,Sports and travel,82.33,4,345.786,1/11/2019,10:37:00 AM
462-78-5240,Madrid,Electronic accessories,26.61,2,55.881,3/19/2019,2:35:00 PM
868-52-7573,Paris,Food and beverages,99.69,5,523.3725,1/14/2019,12:09:00 PM
153-58-4872,Madrid,Food and beverages,74.89,4,314.538,3/1/2019,3:32:00 PM
662-72-2873,Berlin,Food and beverages,40.94,5,214.935,1/6/2019,1:58:00 PM
525-88-7307,Paris,Sports and travel,75.82,1,79.611,1/31/2019,1:19:00 PM
689-16-9784,Madrid,Food and beverages,46.77,6,294.651,3/11/2019,1:37:00 PM
725-56-0833,Berlin,Health and beauty,32.32,10,339.36,2/20/2019,4:49:00 PM
394-41-0748,Madrid,Fashion accessories,54.07,9,510.9615,1/27/2019,2:55:00 PM
596-42-3999,Paris,Food and beverages,18.22,7,133.917,3/10/2019,2:04:00 PM
541-89-9860,Madrid,Fashion accessories,80.48,3,253.512,2/15/2019,12:31:00 PM
173-82-9529,Paris,Fashion accessories,37.95,10,398.475,1/26/2019,2:51:00 PM
563-36-9814,Berlin,Electronic accessories,76.82,1,80.661,2/13/2019,6:27:00 PM
308-47-4913,Berlin,Sports and travel,52.26,10,548.73,3/9/2019,12:45:00 PM
885-17-6250,Berlin,Health and beauty,79.74,1,83.727,3/6/2019,10:36:00 AM
726-27-2396,Berlin,Health and beauty,77.5,5,406.875,1/24/2019,8:36:00 PM
316-01-3952,Berlin,Food and beverages,54.27,5,284.9175,3/13/2019,2:16:00 PM
760-54-1821,Paris,Home and lifestyle,13.59,9,128.4255,3/15/2019,10:26:00 AM
793-10-3222,Paris,Health and beauty,41.06,6,258.678,3/5/2019,1:30:00 PM
346-12-3257,Paris,Electronic accessories,19.24,9,181.818,3/4/2019,4:28:00 PM
110-05-6330,Madrid,Food and beverages,39.43,6,248.409,3/25/2019,8:18:00 PM
651-61-0874,Madrid,Home and lifestyle,46.22,4,194.124,3/12/2019,8:04:00 PM
236-86-3015,Madrid,Home and lifestyle,13.98,1,14.679,2/4/2019,1:38:00 PM
831-64-0259,Paris,Fashion accessories,39.75,5,208.6875,2/22/2019,10:43:00 AM
587-03-7455,Madrid,Fashion accessories,97.79,7,718.7565,2/16/2019,5:30:00 PM
882-40-4577,Berlin,Sports and travel,67.26,4,282.492,1/19/2019,3:28:00 PM
732-67-5346,Berlin,Food and beverages,13.79,5,72.3975,1/11/2019,7:07:00 PM
725-32-9708,Paris,Fashion accessories,68.71,4,288.582,1/4/2019,7:01:00 PM
256-08-8343,Berlin,Home and lifestyle,56.53,4,237.426,3/4/2019,7:48:00 PM
372-26-1506,Madrid,Fashion accessories,23.82,5,125.055,1/28/2019,7:24:00 PM
244-08-0162,Paris,Health and beauty,34.21,10,359.205,1/2/2019,1:00:00 PM
569-71-4390,Paris,Sports and travel,21.87,2,45.927,1/25/2019,2:29:00 PM
132-23-6451,Berlin,Health and beauty,20.97,5,110.0925,1/4/2019,1:21:00 PM
696-90-2548,Berlin,Sports and travel,25.84,3,81.396,3/10/2019,6:55:00 PM
472-15-9636,Berlin,Home and lifestyle,50.93,8,427.812,3/22/2019,7:36:00 PM
268-03-6164,Paris,Health and beauty,96.11,1,100.9155,1/25/2019,4:28:00 PM
750-57-9686,Madrid,Home and lifestyle,45.38,4,190.596,1/8/2019,1:48:00 PM
186-09-3669,Madrid,Health and beauty,81.51,1,85.5855,1/22/2019,10:57:00 AM
848-07-1692,Paris,Health and beauty,57.22,2,120.162,1/12/2019,5:13:00 PM
745-71-3520,Berlin,Electronic accessories,25.22,7,185.367,2/4/2019,10:23:00 AM
266-76-6436,Madrid,Food and beverages,38.6,3,121.59,3/28/2019,1:57:00 PM
740-22-2500,Madrid,Electronic accessories,84.05,3,264.7575,1/23/2019,1:29:00 PM
271-88-8734,Madrid,Fashion accessories,97.21,10,1020.705,2/8/2019,1:00:00 PM
301-81-8610,Paris,Fashion accessories,25.42,8,213.528,3/19/2019,7:42:00 PM
489-64-4354,Madrid,Fashion accessories,16.28,1,17.094,3/9/2019,3:36:00 PM
198-84-7132,Paris,Fashion accessories,40.61,9,383.7645,1/2/2019,1:40:00 PM
269-10-8440,Berlin,Health and beauty,53.17,7,390.7995,1/21/2019,6:01:00 PM
650-98-6268,Paris,Food and beverages,20.87,3,65.7405,3/20/2019,1:53:00 PM
741-73-3559,Paris,Sports and travel,67.27,5,353.1675,2/27/2019,5:27:00 PM
325-77-6186,Berlin,Home and lifestyle,90.65,10,951.825,3/8/2019,10:53:00 AM
286-75-7818,Paris,Fashion accessories,69.08,2,145.068,1/31/2019,7:48:00 PM
574-57-9721,Madrid,Food and beverages,43.27,2,90.867,3/8/2019,4:53:00 PM
459-50-7686,Berlin,Electronic accessories,23.46,6,147.798,1/13/2019,7:14:00 PM
616-87-0016,Paris,Fashion accessories,95.54,7,702.219,3/9/2019,2:36:00 PM
837-55-7229,Paris,Fashion accessories,47.44,1,49.812,2/22/2019,6:19:00 PM
751-69-0068,Madrid,Sports and travel,99.24,9,937.818,3/19/2019,7:09:00 PM
257-73-1380,Madrid,Sports and travel,82.93,4,348.306,1/20/2019,4:51:00 PM
345-08-4992,Berlin,Home and lifestyle,33.99,6,214.137,3/8/2019,3:37:00 PM
549-96-4200,Madrid,Food and beverages,17.04,4,71.568,3/8/2019,8:15:00 PM
810-60-6344,Madrid,Electronic accessories,40.86,8,343.224,2/7/2019,2:38:00 PM
450-28-2866,Madrid,Food and beverages,17.44,5,91.56,1/15/2019,7:25:00 PM
394-30-3170,Paris,Sports and travel,88.43,8,742.812,3/22/2019,7:35:00 PM
138-17-5109,Berlin,Home and lifestyle,89.21,9,843.0345,1/15/2019,3:42:00 PM
192-98-7397,Madrid,Fashion accessories,12.78,1,13.419,1/8/2019,2:11:00 PM
301-11-9629,Berlin,Sports and travel,19.1,7,140.385,1/15/2019,10:43:00 AM
390-80-5128,Paris,Health and beauty,19.15,1,20.1075,1/28/2019,5:58:00 PM
235-46-8343,Madrid,Food and beverages,27.66,10,290.43,2/14/2019,11:26:00 AM
453-12-7053,Madrid,Fashion accessories,45.74,3,144.081,3/10/2019,5:38:00 PM
296-11-7041,Paris,Health and beauty,27.07,1,28.4235,1/12/2019,8:07:00 PM
449-27-2918,Paris,Sports and travel,39.12,1,41.076,3/26/2019,11:02:00 AM
891-01-7034,Paris,Electronic accessories,74.71,6,470.673,1/1/2019,7:07:00 PM
744-09-5786,Paris,Electronic accessories,22.01,6,138.663,1/2/2019,6:50:00 PM
727-17-0390,Berlin,Food and beverages,63.61,5,333.9525,3/16/2019,12:43:00 PM
568-88-3448,Berlin,Health and beauty,25,1,26.25,3/3/2019,3:09:00 PM
187-83-5490,Berlin,Electronic accessories,20.77,4,87.234,1/31/2019,1:47:00 PM
767-54-1907,Paris,Fashion accessories,29.56,5,155.19,2/13/2019,4:59:00 PM
710-46-4433,Paris,Food and beverages,77.4,9,731.43,2/15/2019,2:15:00 PM
533-33-5337,Paris,Electronic accessories,79.39,10,833.595,2/7/2019,8:24:00 PM
325-90-8763,Madrid,Electronic accessories,46.57,10,488.985,1/27/2019,1:58:00 PM
729-46-7422,Madrid,Food and beverages,35.89,1,37.6845,2/23/2019,4:52:00 PM
639-76-1242,Madrid,Food and beverages,40.52,5,212.73,2/3/2019,3:19:00 PM
234-03-4040,Paris,Food and beverages,73.05,10,767.025,3/3/2019,12:25:00 PM
326-71-2155,Madrid,Sports and travel,73.95,4,310.59,2/3/2019,10:02:00 AM
320-32-8842,Madrid,Food and beverages,22.62,1,23.751,3/17/2019,6:58:00 PM
470-32-9057,Berlin,Food and beverages,51.34,5,269.535,3/28/2019,3:31:00 PM
878-30-2331,Madrid,Sports and travel,54.55,10,572.775,3/2/2019,11:22:00 AM
440-59-5691,Madrid,Health and beauty,37.15,7,273.0525,2/8/2019,1:12:00 PM
554-53-3790,Paris,Sports and travel,37.02,6,233.226,3/22/2019,6:33:00 PM
746-19-0921,Madrid,Food and beverages,21.58,1,22.659,2/9/2019,10:02:00 AM
233-34-0817,Madrid,Electronic accessories,98.84,1,103.782,2/15/2019,11:21:00 AM
767-05-1286,Madrid,Home and lifestyle,83.77,6,527.751,1/23/2019,12:10:00 PM
340-21-9136,Berlin,Sports and travel,40.05,4,168.21,1/25/2019,11:40:00 AM
405-31-3305,Berlin,Fashion accessories,43.13,10,452.865,2/2/2019,6:31:00 PM
731-59-7531,Paris,Health and beauty,72.57,8,609.588,3/30/2019,5:58:00 PM
676-39-6028,Berlin,Electronic accessories,64.44,5,338.31,3/30/2019,5:04:00 PM
502-05-1910,Berlin,Health and beauty,65.18,3,205.317,2/25/2019,8:35:00 PM
485-30-8700,Berlin,Sports and travel,33.26,5,174.615,3/18/2019,4:10:00 PM
598-47-9715,Madrid,Electronic accessories,84.07,4,353.094,3/7/2019,4:54:00 PM
701-69-8742,Paris,Sports and travel,34.37,10,360.885,3/16/2019,10:11:00 AM
575-67-1508,Berlin,Electronic accessories,38.6,1,40.53,1/29/2019,11:26:00 AM
541-08-3113,Madrid,Food and beverages,65.97,8,554.148,2/2/2019,8:29:00 PM
246-11-3901,Madrid,Electronic accessories,32.8,10,344.4,2/15/2019,12:12:00 PM
674-15-9296,Berlin,Sports and travel,37.14,5,194.985,1/8/2019,1:05:00 PM
305-18-3552,Paris,Home and lifestyle,60.38,10,633.99,2/12/2019,4:19:00 PM
493-65-6248,Madrid,Sports and travel,36.98,10,388.29,1/1/2019,7:48:00 PM
438-01-4015,Paris,Sports and travel,49.49,4,207.858,3/21/2019,3:25:00 PM
709-58-4068,Paris,Fashion accessories,41.09,10,431.445,2/28/2019,2:42:00 PM
795-49-7276,Berlin,Fashion accessories,37.15,4,156.03,3/23/2019,6:59:00 PM
556-72-8512,Madrid,Home and lifestyle,22.96,1,24.108,1/30/2019,8:47:00 PM
627-95-3243,Paris,Home and lifestyle,77.68,9,734.076,2/4/2019,1:21:00 PM
686-41-0932,Paris,Fashion accessories,34.7,2,72.87,3/13/2019,7:48:00 PM
510-09-5628,Berlin,Fashion accessories,19.66,10,206.43,3/15/2019,6:20:00 PM
608-04-3797,Paris,Health and beauty,25.32,8,212.688,3/5/2019,8:24:00 PM
148-82-2527,Madrid,Home and lifestyle,12.12,10,127.26,3/5/2019,1:44:00 PM
437-53-3084,Paris,Fashion accessories,99.89,2,209.769,2/26/2019,11:48:00 AM
632-32-4574,Paris,Sports and travel,75.92,8,637.728,3/20/2019,2:14:00 PM
556-97-7101,Madrid,Electronic accessories,63.22,2,132.762,1/1/2019,3:51:00 PM
862-59-8517,Madrid,Food and beverages,90.24,6,568.512,1/27/2019,11:17:00 AM
401-18-8016,Paris,Sports and travel,98.13,1,103.0365,1/21/2019,5:36:00 PM
420-18-8989,Berlin,Sports and travel,51.52,8,432.768,2/2/2019,3:47:00 PM
277-63-2961,Paris,Sports and travel,73.97,1,77.6685,2/3/2019,3:53:00 PM
573-98-8548,Madrid,Fashion accessories,31.9,1,33.495,1/5/2019,12:40:00 PM
620-02-2046,Madrid,Home and lifestyle,69.4,2,145.74,1/27/2019,7:48:00 PM
282-35-2475,Paris,Sports and travel,93.31,2,195.951,3/25/2019,5:53:00 PM
511-54-3087,Paris,Sports and travel,88.45,1,92.8725,2/25/2019,4:36:00 PM
726-29-6793,Berlin,Electronic accessories,24.18,8,203.112,1/28/2019,8:54:00 PM
387-49-4215,Paris,Sports and travel,48.5,3,152.775,1/8/2019,12:50:00 PM
862-17-9201,Paris,Food and beverages,84.05,6,529.515,1/29/2019,10:48:00 AM
291-21-5991,Paris,Health and beauty,61.29,5,321.7725,3/29/2019,2:28:00 PM
602-80-9671,Madrid,Home and lifestyle,15.95,6,100.485,2/9/2019,5:15:00 PM
347-72-6115,Paris,Sports and travel,90.74,7,666.939,1/16/2019,6:03:00 PM
209-61-0206,Berlin,Home and lifestyle,42.91,5,225.2775,1/5/2019,5:29:00 PM
595-27-4851,Berlin,Fashion accessories,54.28,7,398.958,1/27/2019,6:05:00 PM
189-52-0236,Berlin,Electronic accessories,99.55,7,731.6925,3/14/2019,12:07:00 PM
503-07-0930,Madrid,Sports and travel,58.39,7,429.1665,2/23/2019,7:49:00 PM
413-20-6708,Madrid,Fashion accessories,51.47,1,54.0435,3/18/2019,3:52:00 PM
425-85-2085,Paris,Health and beauty,54.86,5,288.015,3/29/2019,4:48:00 PM
521-18-7827,Madrid,Home and lifestyle,39.39,5,206.7975,1/22/2019,8:46:00 PM
220-28-1851,Berlin,Home and lifestyle,34.73,2,72.933,3/1/2019,6:14:00 PM
600-38-9738,Madrid,Sports and travel,71.92,5,377.58,1/17/2019,3:05:00 PM
734-91-1155,Paris,Electronic accessories,45.71,3,143.9865,3/26/2019,10:34:00 AM
451-28-5717,Madrid,Home and lifestyle,83.17,6,523.971,3/20/2019,11:23:00 AM
609-81-8548,Berlin,Home and lifestyle,37.44,6,235.872,2/6/2019,1:55:00 PM
133-14-7229,Madrid,Health and beauty,62.87,2,132.027,1/1/2019,11:43:00 AM
534-01-4457,Berlin,Food and beverages,81.71,6,514.773,1/27/2019,2:36:00 PM
719-89-8991,Berlin,Sports and travel,91.41,5,479.9025,2/25/2019,4:03:00 PM
286-62-6248,Paris,Fashion accessories,39.21,4,164.682,1/16/2019,8:03:00 PM
339-38-9982,Paris,Fashion accessories,59.86,2,125.706,1/13/2019,2:55:00 PM
827-44-5872,Paris,Food and beverages,54.36,10,570.78,2/7/2019,11:28:00 AM
827-77-7633,Berlin,Sports and travel,98.09,9,926.9505,2/17/2019,7:41:00 PM
287-83-1405,Berlin,Health and beauty,25.43,6,160.209,2/12/2019,7:01:00 PM
435-13-4908,Berlin,Fashion accessories,86.68,8,728.112,1/24/2019,6:04:00 PM
857-67-9057,Paris,Electronic accessories,22.95,10,240.975,2/6/2019,7:20:00 PM
236-27-1144,Madrid,Food and beverages,16.31,9,154.1295,3/26/2019,10:31:00 AM
892-05-6689,Berlin,Home and lifestyle,28.32,5,148.68,3/11/2019,1:28:00 PM
583-41-4548,Madrid,Home and lifestyle,16.67,7,122.5245,2/7/2019,11:36:00 AM
339-12-4827,Paris,Fashion accessories,73.96,1,77.658,1/5/2019,11:32:00 AM
643-38-7867,Berlin,Home and lifestyle,97.94,1,102.837,3/7/2019,11:44:00 AM
308-81-0538,Berlin,Fashion accessories,73.05,4,306.81,2/25/2019,5:16:00 PM
358-88-9262,Madrid,Food and beverages,87.48,6,551.124,2/1/2019,6:43:00 PM
460-35-4390,Berlin,Home and lifestyle,30.68,3,96.642,1/22/2019,11:00:00 AM
343-87-0864,Madrid,Health and beauty,75.88,1,79.674,1/3/2019,10:30:00 AM
173-50-1108,Paris,Sports and travel,20.18,4,84.756,2/13/2019,12:14:00 PM
243-47-2663,Madrid,Electronic accessories,18.77,6,118.251,1/28/2019,4:43:00 PM
841-18-8232,Paris,Food and beverages,71.2,1,74.76,1/5/2019,8:40:00 PM
701-23-5550,Paris,Home and lifestyle,38.81,4,163.002,3/19/2019,1:40:00 PM
647-50-1224,Berlin,Fashion accessories,29.42,10,308.91,1/12/2019,4:23:00 PM
541-48-8554,Berlin,Sports and travel,60.95,9,575.9775,1/7/2019,12:08:00 PM
539-21-7227,Paris,Sports and travel,51.54,5,270.585,1/26/2019,5:45:00 PM
213-32-1216,Berlin,Electronic accessories,66.06,6,416.178,1/23/2019,10:28:00 AM
747-58-7183,Paris,Fashion accessories,57.27,3,180.4005,2/9/2019,8:31:00 PM
582-52-8065,Paris,Fashion accessories,54.31,9,513.2295,2/22/2019,10:49:00 AM
210-57-1719,Paris,Health and beauty,58.24,9,550.368,2/5/2019,12:34:00 PM
399-69-4630,Madrid,Electronic accessories,22.21,6,139.923,3/7/2019,10:23:00 AM
134-75-2619,Berlin,Electronic accessories,19.32,7,142.002,3/25/2019,6:51:00 PM
356-44-8813,Paris,Home and lifestyle,37.48,3,118.062,1/20/2019,1:45:00 PM
198-66-9832,Paris,Fashion accessories,72.04,2,151.284,2/4/2019,7:38:00 PM
283-26-5248,Madrid,Food and beverages,98.52,10,1034.46,1/30/2019,8:23:00 PM
712-39-0363,Berlin,Food and beverages,41.66,6,262.458,1/2/2019,3:24:00 PM
218-59-9410,Berlin,Home and lifestyle,72.42,3,228.123,3/29/2019,4:54:00 PM
174-75-0888,Paris,Electronic accessories,21.58,9,203.931,3/14/2019,12:32:00 PM
866-99-7614,Madrid,Food and beverages,89.2,10,936.6,2/11/2019,3:42:00 PM
134-54-4720,Paris,Electronic accessories,42.42,8,356.328,1/30/2019,1:58:00 PM
760-90-2357,Berlin,Electronic accessories,74.51,6,469.413,3/20/2019,3:08:00 PM
514-37-2845,Paris,Fashion accessories,99.25,2,208.425,3/20/2019,1:02:00 PM
698-98-5964,Berlin,Food and beverages,81.21,10,852.705,1/17/2019,1:01:00 PM
718-57-9773,Madrid,Sports and travel,49.33,10,517.965,2/3/2019,4:40:00 PM
651-88-7328,Berlin,Fashion accessories,65.74,9,621.243,1/1/2019,1:55:00 PM
241-11-2261,Paris,Fashion accessories,79.86,7,586.971,1/10/2019,10:33:00 AM
408-26-9866,Madrid,Sports and travel,73.98,7,543.753,3/2/2019,4:42:00 PM
834-83-1826,Paris,Home and lifestyle,82.04,5,430.71,2/25/2019,5:16:00 PM
343-61-3544,Paris,Sports and travel,26.67,10,280.035,1/29/2019,11:48:00 AM
239-48-4278,Berlin,Food and beverages,10.13,7,74.4555,3/10/2019,7:35:00 PM
355-34-6244,Paris,Food and beverages,72.39,2,152.019,1/13/2019,7:55:00 PM
550-84-8664,Berlin,Sports and travel,85.91,5,451.0275,3/22/2019,2:33:00 PM
339-96-8318,Paris,Fashion accessories,81.31,7,597.6285,3/1/2019,7:49:00 PM
458-61-0011,Paris,Food and beverages,60.3,4,253.26,2/20/2019,6:43:00 PM
592-34-6155,Madrid,Food and beverages,31.77,4,133.434,1/14/2019,2:43:00 PM
797-88-0493,Berlin,Health and beauty,64.27,4,269.934,3/26/2019,1:54:00 PM
207-73-1363,Paris,Health and beauty,69.51,2,145.971,3/1/2019,12:15:00 PM
390-31-6381,Madrid,Food and beverages,27.22,3,85.743,1/7/2019,12:37:00 PM
443-82-0585,Berlin,Health and beauty,77.68,4,326.256,2/1/2019,7:54:00 PM
339-18-7061,Madrid,Fashion accessories,92.98,2,195.258,2/13/2019,3:06:00 PM
359-90-3665,Paris,Fashion accessories,18.08,4,75.936,1/14/2019,6:03:00 PM
375-72-3056,Paris,Sports and travel,63.06,3,198.639,1/19/2019,3:58:00 PM
127-47-6963,Berlin,Health and beauty,51.71,4,217.182,3/9/2019,1:53:00 PM
278-86-2735,Berlin,Food and beverages,52.34,3,164.871,3/27/2019,2:03:00 PM
695-28-6250,Berlin,Sports and travel,43.06,5,226.065,2/4/2019,4:38:00 PM
379-17-6588,Madrid,Fashion accessories,59.61,10,625.905,3/14/2019,11:07:00 AM
227-50-3718,Berlin,Health and beauty,14.62,5,76.755,3/4/2019,12:23:00 PM
302-15-2162,Madrid,Health and beauty,46.53,6,293.139,3/3/2019,10:54:00 AM
788-07-8452,Madrid,Home and lifestyle,24.24,7,178.164,1/27/2019,5:38:00 PM
560-49-6611,Berlin,Sports and travel,45.58,1,47.859,2/7/2019,2:13:00 PM
880-35-0356,Berlin,Sports and travel,75.2,3,236.88,2/5/2019,11:51:00 AM
585-11-6748,Paris,Sports and travel,96.8,3,304.92,3/15/2019,1:05:00 PM
470-31-3286,Paris,Health and beauty,14.82,3,46.683,3/1/2019,11:30:00 AM
152-68-2907,Berlin,Food and beverages,52.2,3,164.43,2/15/2019,1:30:00 PM
123-35-4896,Madrid,Sports and travel,46.66,9,440.937,2/17/2019,7:11:00 PM
258-69-7810,Madrid,Fashion accessories,36.85,5,193.4625,1/26/2019,6:53:00 PM
334-64-2006,Berlin,Home and lifestyle,70.32,2,147.672,3/24/2019,2:22:00 PM
219-61-4139,Madrid,Electronic accessories,83.08,1,87.234,1/23/2019,5:16:00 PM
881-41-7302,Madrid,Fashion accessories,64.99,1,68.2395,1/26/2019,10:06:00 AM
373-09-4567,Madrid,Food and beverages,77.56,10,814.38,3/14/2019,8:35:00 PM
642-30-6693,Paris,Sports and travel,54.51,6,343.413,3/17/2019,1:54:00 PM
484-22-8230,Madrid,Fashion accessories,51.89,7,381.3915,1/8/2019,8:08:00 PM
830-58-2383,Paris,Home and lifestyle,31.75,4,133.35,2/8/2019,3:26:00 PM
559-98-9873,Berlin,Fashion accessories,53.65,7,394.3275,2/10/2019,12:56:00 PM
544-32-5024,Madrid,Food and beverages,49.79,4,209.118,3/28/2019,7:16:00 PM
318-12-0304,Berlin,Fashion accessories,30.61,1,32.1405,1/23/2019,12:20:00 PM
349-97-8902,Paris,Food and beverages,57.89,2,121.569,1/17/2019,10:37:00 AM
421-95-9805,Berlin,Electronic accessories,28.96,1,30.408,2/7/2019,10:18:00 AM
